"bill","committee","session","url","filename","date"
"","Committee Meeting of ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr11252013.pdf","atr11252013.pdf","September 9, 2013"
"","Committee Meeting of ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr12092013.pdf","atr12092013.pdf","September 9, 2013"
"","Committee Meeting of ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION, PUBLIC WORKS AND INDEPENDENT AUTHORITIES COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr12092013_appendix.pdf","atr12092013_appendix.pdf","September 9, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps02192013.pdf","jcps02192013.pdf","February 19, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps02192013_appendix.pdf","jcps02192013_appendix.pdf","February 19, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps02272013.pdf","jcps02272013.pdf","February 27, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps02272013_appendix.pdf","jcps02272013_appendix.pdf","February 27, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_09212010.pdf","jcps_09212010.pdf","September 21, 2010"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_09212010_appendix.pdf","jcps_09212010_appendix.pdf","September 21, 2010"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09282010.pdf","jcps09282010.pdf","September 28, 2010"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09282010_appendix.pdf","jcps09282010_appendix.pdf","September 28, 2010"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo01282016.pdf","slo01282016.pdf","January 28, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo01282016_appendix.pdf","slo01282016_appendix.pdf","January 28, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo02112016.pdf","slo02112016.pdf","February 11, 2016"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/file:///M|/legislativepub/pubhear/cp07112012.pdf","cp07112012.pdf","May 29, 2012"
"","","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp05292012.pdf","cp05292012.pdf","July 11, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE","2001 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/102201lb.htm","102201lb.htm","October 22 , 2001"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app03102011_appendix.pdf","app03102011_appendix.pdf","March 10, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app03112011.pdf","app03112011.pdf","March 11, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app03112011_appendix.pdf","app03112011_appendix.pdf","March 11, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app03162011.pdf","app03162011.pdf","March 16, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app03162011_appendix.pdf","app03162011_appendix.pdf","March 16, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app04032011.pdf","app04032011.pdf","April 3, 2011"
"","Commission Meeting of APPORTIONMENT COMMISSION","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/app04032011_appendix.pdf","app04032011_appendix.pdf","April 3, 2011"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10282011.pdf","cp10282011.pdf","October 28, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE","2001 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/101101RS.htm","101101RS.htm","October 11 , 2001"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE JOINT COMMITTEE ON THE PUBLIC SCHOOLS ABBOTT SUBCOMMITTEE","2001 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/110101MC.htm","110101MC.htm","November 1 , 2001"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo02242014_appendix.pdf","slo02242014_appendix.pdf","February 24, 2014"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju04282017.pdf","sloaju04282017.pdf","April 28, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju04282017_appendix.pdf","sloaju04282017_appendix.pdf","April 28, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju05312017.pdf","sloaju05312017.pdf","May 31, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju05312017_appendix.pdf","sloaju05312017_appendix.pdf","May 31, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju07192017.pdf","sloaju07192017.pdf","July 19, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju07192017_appendix.pdf","sloaju07192017_appendix.pdf","July 19, 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff01272017.pdf","sff01272017.pdf","January 27, 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff01272017_appendix.pdf","sff01272017_appendix.pdf","January 27, 2017"
"","Committee Meeting of SENATE LAW AND PUBLIC SAFETY COMMITTEE SENATE LAW AND PUBLIC SAFETY COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slp02122015_appendix.pdf","slp02122015_appendix.pdf","February 12, 2015"
"","Committee Meeting of SENATE LAW AND PUBLIC SAFETY COMMITTEE SENATE LAW AND PUBLIC SAFETY COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slp03122015.pdf","slp03122015.pdf","March 12, 2015"
"","Committee Meeting of SENATE LAW AND PUBLIC SAFETY COMMITTEE SENATE LAW AND PUBLIC SAFETY COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slp03122015_appendix.pdf","slp03122015_appendix.pdf","March 12, 2015"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo04222015.pdf","slo04222015.pdf","April 22, 2015"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03192013.pdf","jcps03192013.pdf","March 19, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps03192013_appendix.pdf","jcps03192013_appendix.pdf","March 19, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps05082013.pdf","jcps05082013.pdf","May 8, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps05082013_appendix.pdf","jcps05082013_appendix.pdf","May 8, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps06112013.pdf","jcps06112013.pdf","June 11, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps06112013_appendix.pdf","jcps06112013_appendix.pdf","June 11, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps01092013.pdf","jcps01092013.pdf","January 9, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps01092013_appendix.pdf","jcps01092013_appendix.pdf","January 9, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcpsf03052013.pdf","jcpsf03052013.pdf","March 5, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE COMMITTEE ON THE PUBLIC SCHOOLS SUBCOMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcpsf03052013_appendix.pdf","jcpsf03052013_appendix.pdf","March 5, 2013"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp01182013.pdf","cp01182013.pdf","January 18, 2013"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10052010.pdf","jcps10052010.pdf","October 5, 2010"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS JOINT COMMITTEE ON THE PUBLIC SCHOOLS","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps11232010.pdf","jcps11232010.pdf","November 23, 2010"
"","Full text of transcribed hearing: hearing","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/nj_gaming_summit_08062010.pdf","nj_gaming_summit_08062010.pdf","August 6, 2010"
"","Full text of transcribed hearing: hearing","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/nj_gaming_summit_09102010.pdf","nj_gaming_summit_09102010.pdf","September 10, 2010"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo02112016_appendix.pdf","slo02112016_appendix.pdf","February 11, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo05242016.pdf","slo05242016.pdf","May 24, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo05242016_appendix.pdf","slo05242016_appendix.pdf","May 24, 2016"
"","Joint Committee Meeting of SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shislo08082016.pdf","shislo08082016.pdf","August 8, 2016"
"","Joint Committee Meeting of SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shislo08082016_appendix.pdf","shislo08082016_appendix.pdf","August 8, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo09292016.pdf","slo09292016.pdf","September 29, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo09292016_appendix.pdf","slo09292016_appendix.pdf","September 29, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju10212016.pdf","sloaju10212016.pdf","October 21, 2016"
"","","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp05292012_appendix.pdf","cp05292012_appendix.pdf","July 11, 2012"
"","","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/file:///M|/legislativepub/pubhear/cp07112012.pdf","cp07112012.pdf","July 11, 2012"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10262012.pdf","cp10262012.pdf","October 26, 2012"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11162012.pdf","cp11162012.pdf","November 16, 2012"
"","Review Panel Meeting of LEGISLATIVE REVIEW PANEL ON STATE PSYCHIATRIC HOSPITALS AND DEVELOPMENT CENTERS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/spdc01052012.pdf","spdc01052012.pdf","January 5, 2012"
"","Review Panel Meeting of LEGISLATIVE REVIEW PANEL ON STATE PSYCHIATRIC HOSPITALS AND DEVELOPMENT CENTERS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/spdc01052012_appendix.pdf","spdc01052012_appendix.pdf","January 5, 2012"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu05242012.pdf","jlsu05242012.pdf","May 24, 2012"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slsu12132012.pdf","slsu12132012.pdf","December 13, 2012"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc03152012.pdf","shc03152012.pdf","March 15, 2012"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06072012.pdf","shc06072012.pdf","June 7, 2012"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06072012_appendix.pdf","shc06072012_appendix.pdf","June 7, 2012"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11182011.pdf","cp11182011.pdf","November 18, 2011"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp12022011.pdf","cp12022011.pdf","December 2, 2011"
"","Committee Meeting of SENATE TRANSPORTATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/str03172014.pdf","str03172014.pdf","March 17, 2014"
"","Committee Meeting of SENATE TRANSPORTATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/str03172014_appendix.pdf","str03172014_appendix.pdf","March 17, 2014"
"","Committee Meeting of SENATE TRANSPORTATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/str12082014.pdf","str12082014.pdf","December 8, 2014"
"","Committee Meeting of SENATE TRANSPORTATION COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/str12082014_appendix.pdf","str12082014_appendix.pdf","December 8, 2014"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff02022017.pdf","sff02022017.pdf","February 2, 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff02142017.pdf","sff02142017.pdf","February 14 , 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff02142017_appendix.pdf","sff02142017_appendix.pdf","February 14 , 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff02222017.pdf","sff02222017.pdf","February 22 , 2017"
"","Public Hearing before SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS SENATE SELECT COMMITTEE ON SCHOOL FUNDING FAIRNESS","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sff02222017_appendix.pdf","sff02222017_appendix.pdf","February 22 , 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo04222015_appendix.pdf","slo04222015_appendix.pdf","April 22, 2015"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo06042015.pdf","slo06042015.pdf","June 4, 2015"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp01182013_appendix.pdf","cp01182013_appendix.pdf","January 18, 2013"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp10252013.pdf","cp10252013.pdf","October 25, 2013"
"","Commission Meeting of NEW JERSEY COMMISSION ON CAPITAL BUDGETING AND PLANNING","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp11152013.pdf","cp11152013.pdf","November 15, 2013"
"","Commission Meeting of STATE HOUSE COMMISSION","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc05062013.pdf","shc05062013.pdf","May 6, 2013"
"","Commission Meeting of STATE HOUSE COMMISSION","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc05062013_appendix.pdf","shc05062013_appendix.pdf","May 6, 2013"
"","Commission Meeting of STATE HOUSE COMMISSION","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06272013.pdf","shc06272013.pdf","June 27, 2013"
"","Full text of transcribed hearing: hearing","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/nj_gaming_summit_09292010.pdf","nj_gaming_summit_09292010.pdf","September 29, 2010"
"","before LEGISLATIVE TASK FORCE ON PUBLIC BROADCASTING","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jtpb09142010.pdf","jtpb09142010.pdf","September 14, 2010"
"","before LEGISLATIVE TASK FORCE ON PUBLIC BROADCASTING","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jtpb09142010_appendix.pdf","jtpb09142010_appendix.pdf","September 14, 2010"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju10212016_appendix.pdf","sloaju10212016_appendix.pdf","October 21, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju11042016.pdf","sloaju11042016.pdf","November 4, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju11042016_appendix.pdf","sloaju11042016_appendix.pdf","November 4, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju12062016.pdf","sloaju12062016.pdf","December 6, 2016"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE AND ASSEMBLY JUDICIARY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sloaju12062016_appendix.pdf","sloaju12062016_appendix.pdf","December 6, 2016"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc09242012.pdf","shc09242012.pdf","September 24, 2012"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc09242012_appendix.pdf","shc09242012_appendix.pdf","September 24, 2012"
"","Commission Meeting of STATEHOUSE COMMISSION","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc12062012.pdf","shc12062012.pdf","December 6, 2012"
"","Committee Meeting of the ASSEMBLY TRANSPORTATION COMMITTEE ASSEMBLY TRANSPORTATION COMMITTEE","2002 Public Hearings","http://www.njleg.state.nj.us/legislativepub/Pubhear/032102t.htm","032102t.htm","March 21, 2002"
