"bill","committee","session","url","filename","date"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen04212016_appendix.pdf","sen04212016_appendix.pdf","April 21, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen05162016.pdf","sen05162016.pdf","May 16, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen05162016_appendix.pdf","sen05162016_appendix.pdf","May 16, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06062016.pdf","sen06062016.pdf","June 6, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06062016_appendix.pdf","sen06062016_appendix.pdf","June 6, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06162016.pdf","sen06162016.pdf","June 16, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06162016_appendix.pdf","sen06162016_appendix.pdf","June 16, 2016"
"","Meeting of STATE HOUSE COMMISSION","2008 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc12152008.pdf","shc12152008.pdf","December 15, 2008"
"","Committee Meeting of SENATE MILITARY AND VETERANS' AFFAIRS COMMITTEE SENATE MILITARY AND VETERANS' AFFAIRS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/smvamv10222012.pdf","smvamv10222012.pdf","October 22, 2012"
"","Committee Meeting of ASSEMBLY REGULATORY OVERSIGHT AND GAMING COMMITTEE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aro07192012.pdf","aro07192012.pdf","July 19, 2012"
"","Committee Meeting of ASSEMBLY REGULATORY OVERSIGHT AND GAMING COMMITTEE COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aro07192012_appendix.pdf","aro07192012_appendix.pdf","July 19, 2012"
"","Committee Meeting of ASSEMBLY TOURISM AND THE ARTS COMMITTEE ASSEMBLY TOURISM AND THE ARTS COMMITTEE","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/ata09192012.pdf","ata09192012.pdf","September 19, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps_05152012.pdf","jcps_05152012.pdf","May 15, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09122012.pdf","jcps09122012.pdf","September 12, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10162012.pdf","jcps10162012.pdf","October 16, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps05252011.pdf","jcps05252011.pdf","May 25, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps09202011.pdf","jcps09202011.pdf","September 20, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10182011.pdf","jcps10182011.pdf","October 18, 2011"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10182011_appendix.pdf","jcps10182011_appendix.pdf","October 18, 2011"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu03212011.pdf","jlsu03212011.pdf","March 21, 2011"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE STATE LEASING AND SPACE UTILIZATION COMMITTEE","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu12122011.pdf","jlsu12122011.pdf","December 12, 2011"
"","Public Hearing before LEGISLATIVE REVIEW PANEL ON STATE PSYCHIATRIC HOSPITALS AND DEVELOPMENT CENTERS","2011 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/spdc09192011.pdf","spdc09192011.pdf","September 19, 2011"
"","Commission Meeting of NEW JERSEY COMMISSION","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/cp12042009.pdf","cp12042009.pdf","December 4, 2009"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu06152009.pdf","jlsu06152009.pdf","June 15, 2009"
"","Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE Committee Meeting of STATE LEASING AND SPACE UTILIZATION COMMITTEE","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jlsu12142009.pdf","jlsu12142009.pdf","December 14, 2009"
"","Commission Meeting of STATE HOUSE COMMISSION March 16, 2009","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc03162009.pdf","shc03162009.pdf","March 16, 2009"
"","Commission Meeting of STATE HOUSE COMMISSION June 11, 2009","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc06112009.pdf","shc06112009.pdf","June 11, 2009"
"","Commission Meeting of STATE HOUSE COMMISSION October 27, 2009","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc10272009.pdf","shc10272009.pdf","October 27, 2009"
"","Commission Meeting of STATE HOUSE COMMISSION December 17, 2009","2009 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shc12172009.pdf","shc12172009.pdf","December 17, 2009"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06162014.pdf","sen06162014.pdf","June 16, 2014"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen06162014_appendix.pdf","sen06162014_appendix.pdf","June 16, 2014"
"","ommittee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen07102014.pdf","sen07102014.pdf","July 10, 2014"
"","ommittee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen07102014_appendix.pdf","sen07102014_appendix.pdf","July 10, 2014"
"","ommittee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2014 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen07212014.pdf","senaen07212014.pdf","July 21, 2014"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen04182017_appendix.pdf","sen04182017_appendix.pdf","April 18, 2017"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08102017.pdf","senaen08102017.pdf","August 10, 2017"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08102017_appendix.pdf","senaen08102017_appendix.pdf","August 10, 2017"
"","Committee Meeting of SENATE JUDICIARY COMMITTEE SENATE JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sju07192017.pdf","sju07192017.pdf","June 19, 2017"
"","Committee Meeting of SENATE JUDICIARY COMMITTEE SENATE JUDICIARY COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sju07192017_appendix.pdf","sju07192017_appendix.pdf","June 19, 2017"
"","Committee Meeting of SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2017 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo01172017.pdf","slo01172017.pdf","January 17, 2017"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/06222015_SEN_appendix.pdf","06222015_SEN_appendix.pdf","June 22, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen07202015.pdf","sen07202015.pdf","July 20, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen07202015_appendix.pdf","sen07202015_appendix.pdf","July 20, 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08102015.pdf","senaen08102015.pdf","August 10 , 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE and ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08102015_appendix.pdf","senaen08102015_appendix.pdf","August 10 , 2015"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE","2015 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen10192015.pdf","sen10192015.pdf","October 19, 2015"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo06192013_appendix.pdf","slo06192013_appendix.pdf","June 19, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo07182013.pdf","slo07182013.pdf","July 18, 2013"
"","Committee Meeting of SENATE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/slo07182013_appendix.pdf","slo07182013_appendix.pdf","July 18, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08152013.pdf","senaen08152013.pdf","August 15, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08152013_appendix.pdf","senaen08152013_appendix.pdf","August 15, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09162013.pdf","senaen09162013.pdf","September 16, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09162013_appendix.pdf","senaen09162013_appendix.pdf","September 16, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09302013.pdf","senaen09302013.pdf","September 30, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY Committee / ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2013 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen09302013_appendix.pdf","senaen09302013_appendix.pdf","September 30, 2013"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE ENVIRONMENT AND ENERGY COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08122010_appendix.pdf","senaen08122010_appendix.pdf","August 12, 2010"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen08262010.pdf","aen08262010.pdf","August 26, 2010"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen09202010.pdf","aen09202010.pdf","September 20, 2010"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen09202010_appendix.pdf","aen09202010_appendix.pdf","September 20, 2010"
"","Committee Meeting of ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/aen12062010.pdf","aen12062010.pdf","December 6, 2010"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_ahs05072010.pdf","shs_ahs05072010.pdf","May 7, 2010"
"","Committee Meeting of SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE SENATE HEALTH HUMAN SERVICES AND SENIOR CITIZENS COMMITTEE/ASSEMBLY HUMAN SERVICES COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shs_ahs05072010_appendix.pdf","shs_ahs05072010_appendix.pdf","May 7, 2010"
"","Public Hearing before SENATE LABOR COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla_ala03182010.pdf","sla_ala03182010.pdf","March 18, 2010"
"","Public Hearing before SENATE LABOR COMMITTEE COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sla_ala03182010_appendix.pdf","sla_ala03182010_appendix.pdf","March 18, 2010"
"","Committee Meeting of ASSEMBLY TRANSPORTATION, PUBLIC WORKS, AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION, PUBLIC WORKS, AND INDEPENDENT AUTHORITIES COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr09162010.pdf","atr09162010.pdf","September 16, 2010"
"","Committee Meeting of ASSEMBLY TRANSPORTATION, PUBLIC WORKS, AND INDEPENDENT AUTHORITIES COMMITTEE ASSEMBLY TRANSPORTATION, PUBLIC WORKS, AND INDEPENDENT AUTHORITIES COMMITTEE","2010 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/atr09162010_appendix.pdf","atr09162010_appendix.pdf","September 16, 2010"
"","Joint Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182016.pdf","senaen08182016.pdf","August 18, 2016"
"","Joint Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE AND ASSEMBLY ENVIRONMENT AND SOLID WASTE COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/senaen08182016_appendix.pdf","senaen08182016_appendix.pdf","August 18, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen11032016.pdf","sen11032016.pdf","November 3, 2016"
"","Committee Meeting of SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen11032016_appendix.pdf","sen11032016_appendix.pdf","November 3, 2016"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen11212016.pdf","sen11212016.pdf","November 21, 2016"
"","Public Hearing before SENATE ENVIRONMENT AND ENERGY COMMITTEE SENATE ENVIRONMENT AND ENERGY COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/sen11212016_appendix.pdf","sen11212016_appendix.pdf","November 21, 2016"
"","Joint Committee Meeting of SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shislo08082016.pdf","shislo08082016.pdf","August 8, 2016"
"","Joint Committee Meeting of SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE SENATE HIGHER EDUCATION COMMITTEE AND SENATE LEGISLATIVE OVERSIGHT COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shislo08082016_appendix.pdf","shislo08082016_appendix.pdf","August 8, 2016"
"","Committee Meeting of SENATE HIGHER EDUCATION COMMITTEE SENATE HIGHER EDUCATION COMMITTEE","2016 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/shi12122016.pdf","shi12122016.pdf","December 12, 2016"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps10162012_appendix.pdf","jcps10162012_appendix.pdf","October 16, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12052012.pdf","jcps12052012.pdf","December 5, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12052012_appendix.pdf","jcps12052012_appendix.pdf","December 5, 2012"
"","Committee Meeting of JOINT COMMITTEE ON THE PUBLIC SCHOOLS COMMITTEE ON THE PUBLIC SCHOOLS","2012 Public Hearings","http://www.njleg.state.nj.us/legislativepub/pubhear/jcps12122012.pdf","jcps12122012.pdf","December 12, 2012"
